Input String,Response String,text,Responder
badge: Moran!,Weasley: Fingers in your ears!,"###Prompt: badge: Moran!
Answer as if you are Weasley to the previous line.

###Assistant: Weasley: Fingers in your ears!",Weasley
Bagman: Levski! Levski! Levski! Dimitrov! Ivanova — oh I say!,Harry: They’re going to crash!,"###Prompt: Bagman: Levski! Levski! Levski! Dimitrov! Ivanova — oh I say!
Answer as if you are Harry to the previous line.

###Assistant: Harry: They’re going to crash!",Harry
Weasley: Fool! Krum was feinting!,Bagman: It’s time-out!,"###Prompt: Weasley: Fool! Krum was feinting!
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: It’s time-out!",Bagman
"Charlie: He’ll be okay, he only got ploughed! Which is what Krum was after, of course. . . .","Bagman: And Mostafa takes the Bulgarian Keeper to task for cobbing — excessive use of elbows! And — yes, it’s a penalty to Ireland!","###Prompt: Charlie: He’ll be okay, he only got ploughed! Which is what Krum was after, of course. . . .
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: And Mostafa takes the Bulgarian Keeper to task for cobbing — excessive use of elbows! And — yes, it’s a penalty to Ireland!",Bagman
Hermione: Look at the referee!,"Bagman: Now, we can’t have that! Somebody slap the referee! And unless I’m much mistaken, Mostafa is actually attempting to send off the Bulgarian team mascots! Now there’s something we haven’t seen before. . . . Oh, this could turn nasty. . . . Two penalties for Ireland! And Volkov and Vulchanov had better get back on those brooms . . . yes . . . there they go . . . and Troy takes the Quaffle . . .","###Prompt: Hermione: Look at the referee!
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: Now, we can’t have that! Somebody slap the referee! And unless I’m much mistaken, Mostafa is actually attempting to send off the Bulgarian team mascots! Now there’s something we haven’t seen before. . . . Oh, this could turn nasty. . . . Two penalties for Ireland! And Volkov and Vulchanov had better get back on those brooms . . . yes . . . there they go . . . and Troy takes the Quaffle . . .",Bagman
stranger: Foul! Foul!,"Bagman: Foul! Foul! Dimitrov skins Moran — deliberately flying to collide there — and it’s got to be another penalty — yes, there’s the whistle!","###Prompt: stranger: Foul! Foul!
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: Foul! Foul! Dimitrov skins Moran — deliberately flying to collide there — and it’s got to be another penalty — yes, there’s the whistle!",Bagman
"Weasley: And that, boys, is why you should never go for looks alone!",Bagman: Levski — Dimitrov — Moran — Troy — Mullet — Ivanova — Moran again — Moran — MORAN SCORES!,"###Prompt: Weasley: And that, boys, is why you should never go for looks alone!
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: Levski — Dimitrov — Moran — Troy — Mullet — Ivanova — Moran again — Moran — MORAN SCORES!",Bagman
"Ron: Time-out! Ah, come on, he can’t play like that, look at him —",Bagman: Look at Lynch!,"###Prompt: Ron: Time-out! Ah, come on, he can’t play like that, look at him —
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: Look at Lynch!",Bagman
Harry: He’s seen the Snitch! He’s seen it! Look at him go!,Hermione: They’re going to crash!,"###Prompt: Harry: He’s seen the Snitch! He’s seen it! Look at him go!
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: They’re going to crash!",Hermione
Ron: They’re not!,Harry: Lynch is!,"###Prompt: Ron: They’re not!
Answer as if you are Harry to the previous line.

###Assistant: Harry: Lynch is!",Harry
"Charlie: The Snitch, where’s the Snitch?",Harry: He’s got it — Krum’s got it — it’s all over!,"###Prompt: Charlie: The Snitch, where’s the Snitch?
Answer as if you are Harry to the previous line.

###Assistant: Harry: He’s got it — Krum’s got it — it’s all over!",Harry
"Bagman: IRELAND WINS! KRUM GETS THE SNITCH — BUT IRELAND WINS — good lord, I don’t think any of us were expecting that!","Ron: What did he catch the Snitch for? He ended it when Ireland were a hundred and sixty points ahead, the idiot!","###Prompt: Bagman: IRELAND WINS! KRUM GETS THE SNITCH — BUT IRELAND WINS — good lord, I don’t think any of us were expecting that!
Answer as if you are Ron to the previous line.

###Assistant: Ron: What did he catch the Snitch for? He ended it when Ireland were a hundred and sixty points ahead, the idiot!",Ron
"Harry: He knew they were never going to catch up! The Irish Chasers were too good. . . . He wanted to end it on his terms, that’s all. . . .","Hermione: He was very brave, wasn’t he? He looks a terrible mess. . . .","###Prompt: Harry: He knew they were never going to catch up! The Irish Chasers were too good. . . . He wanted to end it on his terms, that’s all. . . .
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: He was very brave, wasn’t he? He looks a terrible mess. . . .",Hermione
"Bulgaria Minister: Vell, ve fought bravely,",Fudge : You can speak English! And you’ve been letting me mime everything all day!,"###Prompt: Bulgaria Minister: Vell, ve fought bravely,
Answer as if you are Fudge to the previous line.

###Assistant: Fudge : You can speak English! And you’ve been letting me mime everything all day!",Fudge
"Bulgaria Minister: Vell, it vos very funny,","Bagman: Top Box! Let’s have a really loud hand for the gallant losers — Bulgaria! Quietus. They’ll be talking about this one for years, a really unexpected twist, that. . . . shame it couldn’t have lasted longer. . . . Ah yes. . . . yes, I owe you . . . how much?Ron: That’s sick, That is really sick. . . .","###Prompt: Bulgaria Minister: Vell, it vos very funny,
Answer as if you are Bagman to the previous line.

###Assistant: Bagman: Top Box! Let’s have a really loud hand for the gallant losers — Bulgaria! Quietus. They’ll be talking about this one for years, a really unexpected twist, that. . . . shame it couldn’t have lasted longer. . . . Ah yes. . . . yes, I owe you . . . how much?Ron: That’s sick, That is really sick. . . .",Bagman
"Weasley: We’re going to help the Ministry! You lot — get into the woods, and stick together. I’ll come and fetch you when we’ve sorted this out!","Fred: C’mon,","###Prompt: Weasley: We’re going to help the Ministry! You lot — get into the woods, and stick together. I’ll come and fetch you when we’ve sorted this out!
Answer as if you are Fred to the previous line.

###Assistant: Fred: C’mon,",Fred
"Hermione: What happened? Ron, where are you? Oh this is stupid — Lumos!","Ron: Tripped over a tree root,","###Prompt: Hermione: What happened? Ron, where are you? Oh this is stupid — Lumos!
Answer as if you are Ron to the previous line.

###Assistant: Ron: Tripped over a tree root,",Ron
"Malfoy: Well, with feet that size, hard not to, Language, Weasley, Hadn’t you better be hurrying along, now? You wouldn’t like her spotted, would you?",Hermione: What’s that supposed to mean?,"###Prompt: Malfoy: Well, with feet that size, hard not to, Language, Weasley, Hadn’t you better be hurrying along, now? You wouldn’t like her spotted, would you?
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: What’s that supposed to mean?",Hermione
"Malfoy: Granger, they’re after Muggles, D’you want to be showing off your knickers in midair? Because if you do, hang around . . . they’re moving this way, and it would give us all a laugh.","Harry: Hermione’s a witch,","###Prompt: Malfoy: Granger, they’re after Muggles, D’you want to be showing off your knickers in midair? Because if you do, hang around . . . they’re moving this way, and it would give us all a laugh.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Hermione’s a witch,",Harry
"Malfoy: Have it your own way, Potter, If you think they can’t spot a Mudblood, stay where you are.",Ron: You watch your mouth!,"###Prompt: Malfoy: Have it your own way, Potter, If you think they can’t spot a Mudblood, stay where you are.
Answer as if you are Ron to the previous line.

###Assistant: Ron: You watch your mouth!",Ron
"Hermione: Never mind, Ron,","Malfoy: Scare easily, don’t they? I suppose your daddy told you all to hide? What’s he up to — trying to rescue the Muggles?","###Prompt: Hermione: Never mind, Ron,
Answer as if you are Malfoy to the previous line.

###Assistant: Malfoy: Scare easily, don’t they? I suppose your daddy told you all to hide? What’s he up to — trying to rescue the Muggles?",Malfoy
"Harry: Where’re your parents? Out there wearing masks, are they?","Malfoy: Well . . . if they were, I wouldn’t be likely to tell you, would I, Potter?","###Prompt: Harry: Where’re your parents? Out there wearing masks, are they?
Answer as if you are Malfoy to the previous line.

###Assistant: Malfoy: Well . . . if they were, I wouldn’t be likely to tell you, would I, Potter?",Malfoy
"Hermione: Oh come on, let’s go and find the others.","Malfoy: Keep that big bushy head down, Granger,","###Prompt: Hermione: Oh come on, let’s go and find the others.
Answer as if you are Malfoy to the previous line.

###Assistant: Malfoy: Keep that big bushy head down, Granger,",Malfoy
"Hermione: C’mon,",Ron: I’ll bet you anything his dad is one of that masked lot!,"###Prompt: Hermione: C’mon,
Answer as if you are Ron to the previous line.

###Assistant: Ron: I’ll bet you anything his dad is one of that masked lot!",Ron
"Hermione: Well, with any luck, the Ministry will catch him! Oh I can’t believe this. Where have the others got to?",Little girl: Où est Madame Maxime? Nous l’avons perdue —,"###Prompt: Hermione: Well, with any luck, the Ministry will catch him! Oh I can’t believe this. Where have the others got to?
Answer as if you are Little girl to the previous line.

###Assistant: Little girl: Où est Madame Maxime? Nous l’avons perdue —",Little girl
Ron: Er — what?,Little girl: Oh . . . ’Ogwarts.,"###Prompt: Ron: Er — what?
Answer as if you are Little girl to the previous line.

###Assistant: Little girl: Oh . . . ’Ogwarts.",Little girl
"Hermione: Beauxbatons,",Harry: Sorry?,"###Prompt: Hermione: Beauxbatons,
Answer as if you are Harry to the previous line.

###Assistant: Harry: Sorry?",Harry
"Hermione: They must go to Beauxbatons, You know . . . Beauxbatons Academy of Magic . . . I read about it in An Appraisal of Magical Education in Europe.","Harry: Oh . . . yeah . . . right,","###Prompt: Hermione: They must go to Beauxbatons, You know . . . Beauxbatons Academy of Magic . . . I read about it in An Appraisal of Magical Education in Europe.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Oh . . . yeah . . . right,",Harry
"Ron: Fred and George can’t have gone that far,","Harry: Ah, no, I don’t believe it . . . I’ve lost my wand!","###Prompt: Ron: Fred and George can’t have gone that far,
Answer as if you are Harry to the previous line.

###Assistant: Harry: Ah, no, I don’t believe it . . . I’ve lost my wand!",Harry
